URL da manifestação,Titulo,Situação,Registro,Alteração,Tipo,Nº Mês
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150731112949,Número de Reivindicações / Registros na Ouvidoria de Curitiba,Resolvida,31/07/15,31/07/2015 11:46,Pedido de acesso à informação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150731115057,Agente SETRAN Novena Perpétuo Socorro,Pendente,31/07/15,31/07/2015 11:50,Denúncia,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150731164309,Reitero solicitação de audiência pública com senhor ouvidor!,Resolvida,31/07/15,03/08/2015 11:23,Solicitação,7
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803112423,Protocolos 156 não atendidos,Pendente,03/08/15,03/08/2015 11:24,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803112445,Lavagem e varrição de rua,Tramitando,03/08/15,20/08/2015 10:28,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803113107,Troca de Lâmpada,Tramitando,03/08/15,06/08/2015 15:48,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803113430,Troca de Lâmpada,Tramitando,03/08/15,06/08/2015 15:14,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803113952,Descaso com solicitação 156 - manifestação por email.,Resolvida,03/08/15,06/08/2015 15:40,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803115301,Reclamação de Protocolo não atendido,Tramitando,03/08/15,20/08/2015 10:17,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803115700,Calçada sem reparo,Tramitando,03/08/15,20/08/2015 10:20,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803115945,Iluminação Publica,Tramitando,03/08/15,06/08/2015 15:50,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803145738,Reclamação sobre transito não atentido,Aceito,03/08/15,03/08/2015 14:59,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803150513,SETRAN - falta de atendimento !!!,Aceito,03/08/15,04/08/2015 13:14,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803150857,Troca de lâmpada - manifestação por email,Tramitando,03/08/15,06/08/2015 15:44,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803151347,Calçada pça Generoso Marques,Tramitando,03/08/15,20/08/2015 10:31,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803153713,Falta de retorno de reclamação 156 de prefeitura de Curitiba,Tramitando,03/08/15,20/08/2015 10:34,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150803170129,BURACO NA RUA,Aceito,03/08/15,20/08/2015 11:48,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150804104208,Troca de Lâmpada,Tramitando,04/08/15,06/08/2015 16:00,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150804104531,Coleta de lixo vegetal,Tramitando,04/08/15,06/08/2015 16:03,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150804104915,EROSÃO EM GALERIA DE ÁGUAS PLUVIAIS,Tramitando,04/08/15,20/08/2015 10:39,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150804144720,Troca de lâmpadas e manutenção elétrica,Pendente,04/08/15,04/08/2015 14:47,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805091739,Troca de Lâmpada,Tramitando,05/08/15,06/08/2015 16:09,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805113341,Poda de árvore,Tramitando,05/08/15,05/08/2015 15:03,Dúvida,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805151335,Poda de árvore,Pendente,05/08/15,05/08/2015 15:13,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805151819,Esgoto vazando,Tramitando,05/08/15,20/08/2015 10:42,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805153014,Aulas de ginástica para a terceira idade - Rua da Cidadania do Boa Vista,Pendente,05/08/15,05/08/2015 15:30,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805162335,troca de lâmpada,Pendente,05/08/15,05/08/2015 16:23,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805163058,troca de lâmpadas,Rejeitado,05/08/15,19/08/2015 14:29,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805163217,troca de lâmpadas,Tramitando,05/08/15,19/08/2015 14:28,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805190247,Solicitação de resposta pelo senhor ouvidor Curitiba!,Resolvida,05/08/15,06/08/2015 14:20,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150805231752,Solicitação de respostas e análise do senhor ouvidor!,Pendente,05/08/15,06/08/2015 16:46,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806102209,Falta de atendimento no posto de saúde da Ouvidor Pardinho.,Pendente,06/08/15,06/08/2015 10:22,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806103343,Coleta de lixo vegetal,Resolvida,06/08/15,06/08/2015 16:25,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806105508,Troca de Lâmpada,Tramitando,06/08/15,06/08/2015 16:31,Denúncia,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806112749,Coleta de lixo vegetal,Tramitando,06/08/15,06/08/2015 16:49,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806132727,Troca de Lâmpada,Tramitando,06/08/15,06/08/2015 13:27,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806144506,Troca de lâmpada,Tramitando,06/08/15,20/08/2015 11:17,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806160330,Troca de Lâmpada,Tramitando,06/08/15,06/08/2015 16:47,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150806160655,Recuperação de Passeio,Tramitando,06/08/15,06/08/2015 16:51,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150807113356,Implantação de antipó com Urgência,Aceito,07/08/15,10/08/2015 14:15,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150807132657,Coleta de lixo vegetal,Tramitando,07/08/15,20/08/2015 10:44,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150807171103,troca de lâmpadas,Tramitando,07/08/15,13/08/2015 09:04,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150807201955,Restaurantes Populares,Resolvida,07/08/15,10/08/2015 14:02,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150807220146,Troca de lâmpada ou defeito,Tramitando,07/08/15,20/08/2015 12:05,Denúncia,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150810084927,Coleta de lixo vegetal,Tramitando,10/08/15,20/08/2015 15:07,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150810085949,Solicitação de troca de lâmpada não atendida,Tramitando,10/08/15,20/08/2015 11:17,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150810133914,Troca de Lâmpada,Tramitando,10/08/15,20/08/2015 10:57,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150810151138,"O ""carro do sonho"" precisa ser parado não é folclore nem patrimônio da cidade",Aceito,10/08/15,20/08/2015 15:03,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150810155456,Desvio material SMOP,Rejeitado,10/08/15,10/08/2015 15:59,Denúncia,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150811091347,EROSÃO EM GALERIA DE ÁGUAS PLUVIAIS,Tramitando,11/08/15,20/08/2015 15:09,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150811105854,Rua Fechada,Pendente,11/08/15,11/08/2015 10:58,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150811123228,Solicitação de providências ao senhor ouvidor de Curitiba!,Pendente,11/08/15,11/08/2015 12:32,Denúncia,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150811151154,Remoção de Toco,Tramitando,11/08/15,20/08/2015 15:11,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150811162419,Falta de Atendimento SETRAN - manifestação por email,Pendente,11/08/15,11/08/2015 16:38,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150812104433,Vigilância Sanitária em Residências,Tramitando,12/08/15,20/08/2015 11:20,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150812163908,Troca de Lâmpadas,Aceito,12/08/15,20/08/2015 15:16,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150813173235,Poda de galhos de árvore,Aceito,13/08/15,20/08/2015 15:17,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150813173747,Troca de lâmpadas e manutenção rede elétrica,Aceito,13/08/15,20/08/2015 15:18,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150814112959,Solicitação de cópia de documento e informação ( lei 12.527/11),Pendente,14/08/15,14/08/2015 11:29,Pedido de acesso à informação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150814133226,Troca de Lâmpada,Aceito,14/08/15,20/08/2015 15:22,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150814153916,SOLICITA COLETA DE CALIÇAS.,Aceito,14/08/15,20/08/2015 15:33,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150817150332,Coleta de Lixo em via pública,Aceito,17/08/15,20/08/2015 15:38,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150817151102,Troca de Lâmpada,Aceito,17/08/15,20/08/2015 15:40,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150817151649,COLETA RESÍDUOS VEGETAIS DE JARDIM,Aceito,17/08/15,20/08/2015 15:41,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150817155325,Vagas para Deficientes,Aceito,17/08/15,20/08/2015 15:45,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150818142337,SOLICITA COLETA DE LIXOS VEGETAIS.,Aceito,18/08/15,20/08/2015 15:46,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150818150225,Operação tapa-buraco e calçada de terreno particular,Aceito,18/08/15,20/08/2015 15:47,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819094704,Coleta de lixo vegetal,Aceito,19/08/15,20/08/2015 15:48,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819104316,Troca de Lâmpada,Aceito,19/08/15,20/08/2015 15:48,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819110136,Troca de Lâmpada,Aceito,19/08/15,20/08/2015 15:49,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819113029,iluminação pública,Aceito,19/08/15,20/08/2015 15:55,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819114908,Iluminação pública,Aceito,19/08/15,20/08/2015 16:03,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819135800,Manutenção de Luminária,Resolvida,19/08/15,19/08/2015 14:33,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150819162735,Manutenção de Luminária,Tramitando,19/08/15,19/08/2015 16:37,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820085652,Troca de Lâmpada,Aceito,20/08/15,20/08/2015 15:56,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820090506,RECUPERAÇÃO DE TUBULAÇÃO ATÉ 80CM,Aceito,20/08/15,20/08/2015 15:57,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820105510,Troca de Lâmpada,Aceito,20/08/15,20/08/2015 15:58,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820132126,Manutenção de Luminária,Aceito,20/08/15,20/08/2015 15:59,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150820134901,Troca de Lâmpada,Aceito,20/08/15,21/08/2015 08:52,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150821142904,Pavimentação asfáltica,Pendente,21/08/15,21/08/2015 14:29,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150821160611,Corte de árvore e recolhimento de lixo vegetal.,Pendente,21/08/15,21/08/2015 16:06,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150823212548,Ainda sem respostas!,Pendente,23/08/15,23/08/2015 21:25,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150824141904,Reclamação de lixo acumulado em terreno particular,Pendente,24/08/15,24/08/2015 14:19,Reclamação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150824143212,Melhora a acesso a informação e requerimento de solicitação de informação,Pendente,24/08/15,24/08/2015 14:32,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150824151751,Revestimento asfáltico,Pendente,24/08/15,24/08/2015 15:17,Solicitação,8
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20150824153146,Troca de lâmpada,Aceito,24/08/15,24/08/2015 15:33,Reclamação,8
