http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160425213437 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160426095024 - sgm|implantação de antipó
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160426102814 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160426135733 - smma|coleta de entulho
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160426150116 - sgm|limpeza de valeta
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160426163651 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160426231527 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427103803 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427141225 - smma|coleta de entulho
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427152315 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427163848 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427164241 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427165318 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427203414 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427203556 - smu|fiscalização de obras
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160427204714 - smma|inspeção mosquito da dengue
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160428050633 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160428090858 - smma|corte de árvore
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160428092937 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160428095818 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160428103452 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160428153938 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160428164211 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160429090836 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160429113453 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160429151517 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160429164347 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160430144622 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160430145052 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160430193340 - sgm|implantação de asfalto
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160502100408 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160502101953 - smma|poda de árvore
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160502121317 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160502163404 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503090123 - smma|coleta de entulho
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503092750 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503094819 - smop|erosão em galeria de águas pluviais
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503100006 - sms|ubs|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503100544 - sms|ubs|bom atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503105929 - smu|fiscalização industrial
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503110255 - smop|drenagem de rio
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503114340 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503153752 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503160346 - smop|erosão em galeria de águas pluviais
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160503222108 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160504090753 - smma|fiscalização de saneamento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160504093310 - smma|coleta de caliça
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160504093552 - smma|coleta de entulho
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160504093712 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160504102252 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160504110812 - smop|caixa de captação
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160504114916 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505085053 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505100856 - smma|coleta de caliça
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505105037 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505141331 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505141602 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505150800 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505153525 - sgm|cartão do armazem da família
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505160351 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160505163739 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160506105641 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160506105649 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160506110208 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160506110312 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160506135729 - urbs|transporte coletivo
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160506144258 - setran|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160506151735 - smu|fiscalização de comércio
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160507102940 - smop|caixa de captação
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160507223815 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160509100726 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160509103626 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160509110133 - urbs|motorista de taxi
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160509115243 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160509175758 - urbs|transporte coletivo
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160509191342 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160510085907 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160510092123 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160510100106 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160510102633 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160510214821 - sms|falta de segurança hospitalar
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160510231128 - smma|coleta de lixo
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160511083705 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160511093951 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160511095547 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160511101031 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160511132416 - sgm|implantação de antipó
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160511151153 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160511163643 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160511180949 - setran|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160512074738 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160512102317 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160512135633 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160512153226 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160513141346 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160513143246 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160513171202 - sgm|falta de atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160513230846 - provopar|desvio de doações
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160515160337 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160515185145 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160516094519 - smu|fiscalização de obras
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160516095353 - smma|remoção de toco
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160516104610 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160516115829 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160516144956 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160516150434 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160516190009 - sgm|falta de atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160517112918 - smma|poluição sonora
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160517143003 - smop|erosão em galeria de águas pluviais
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160517164700 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160517165759 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518095415 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518101721 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518104449 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518105946 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518163445 - smma|poda de árvore
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518163628 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518164648 - smop|erosão em galeria de águas pluviais
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518171247 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160518213813 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160519074250 - smma|cobrança de propina
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160519093153 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160519101837 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160520094720 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160520145243 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160520164115 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160520165512 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160520170505 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160520174606 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160522005423 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160522162210 - smop|erosão em galeria de águas pluviais
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160523092455 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160523094706 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160523115144 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160523165837 - smma|limpeza de terreno
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160524093405 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160524095502 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160525104752 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160527095356 - smma|coleta de caliça
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160530105957 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160530122757 - central 156|demora no atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160530155012 - omc|transparência
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160531101428 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160531105425 - smu|fiscalização de obras
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160531115901 - smma|fiscalização de saneamento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601095741 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601103836 - urbs|transporte coletivo
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601134635 - sms|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601152603 - smma|coleta de entulho
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601154604 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601160555 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601163023 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601180108 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160601200327 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160602095420 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160602100307 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160602103808 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160602142307 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160602150135 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160602164219 - smma|coleta de entulho
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160602180433 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160602181449 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160603095308 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160603103613 - sgm|prazo para resposta
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160603105312 - sme|hasteamento de bandeira
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160603105340 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160603110251 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160603110306 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160603170840 - smu|fiscalização de obras
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606093153 - smma|poluição sonora
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606093955 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606094838 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606095415 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606095823 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606111226 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606112513 - sgm|recuperação de calçada
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606152040 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606162642 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606174238 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606194136 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160606204145 - smma|coleta de entulho
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160607082117 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160607101205 - smma|inspeção mosquito da dengue
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160607162843 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160608104235 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160608112806 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160609110018 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160609115843 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160609133151 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160610093243 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160610110349 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160610151753 - sgm|ressarcimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160612173038 - central 156|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160613102215 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160613104321 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160613140206 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160613143830 - sgm|salário de aposentados
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160613192548 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160614085402 - smu|fiscalização de obras
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160614091917 - sgm|implantação de asfalto
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160614112124 - smma|coleta de entulho
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160614112912 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160614150050 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160614153403 - smu|fiscalização de comércio
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160614171949 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160615101819 - sgm|abertura de rua
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160615135015 - setran|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160616091324 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160617083042 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160617102638 - sgm|revitalização de calçada
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160617140944 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160620100241 - sgm|portal da transparência
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160620110450 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160620163209 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160620171637 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160621111552 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160621131403 - copel|instalação de relógio
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160621150059 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160621151633 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160622144434 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160622160058 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160623142616 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160624110838 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160627002335 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160627105008 - smma|coleta de caliça
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160627121849 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160627132344 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160627134036 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160627142235 - smop|erosão em galeria de águas pluviais
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160627154835 - smma|poda de árvore
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160627174838 - smma|coleta de caliça
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160628150224 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160628153336 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160629110600 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160629111237 - smma|poda de árvore
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160629151403 - smop|revitalização de antipó
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160629152308 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160629161924 - sgm|falta de atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160630154012 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160701171221 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160704113338 - setran|fiscalização de trânsito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160705094555 - smop|drenagem de rio
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160705102322 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160705111808 - smma|limpeza de terreno
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160705143554 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160705154404 - smop|erosão em galeria de águas pluviais
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160706092758 - osm|central de leito
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160706114413 - smu|fiscalização de terreno
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160706114949 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160706153000 - smop|caixa de captação
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160706164437 - smma|corte de árvore
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160706171633 - sgm|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160706195107 - smte|seguro desemprego
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160706202213 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160707154823 - omc
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160707195609 - sme|transparência
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160708015922 - urbs|poluição sonora
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160708091550 - sme|vagas em cmei
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160711162950 - smma|poda de árvore
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160712144052 - sgm|prazo para resposta
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160712171234 - sgm|portal 156
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160713103754 - smop|operação tapa buracos
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160713171523 - smu|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160715091242 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160715094055 - smma|coleta de lixo vegetal
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160715102621 - smma|corte de árvore
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160715221139 - setran|redutor de velocidade
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160716000637 - sgm|mal atendimento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160716145306 - smte|seguro desemprego
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160718092959 - sgm|erosão em galeria de águas pluviais
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160719180333 - smu|fiscalização de comércio
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160726144951 - smu|fiscalização de comércio
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160804084628 - smma|fiscalização de saneamento
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160808164058 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160809171258 - setran|restituição de pagamento em duplicidade
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160811101712 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160812125127 - smop|iluminação pública
http://www.ouvidoria.curitiba.pr.leg.br/ouvidoria/20160812161351 - smop|iluminação pública
